"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"86742","Wood Hollow Dr 7285, 78731 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4471",FALSE,"WMEEJ3BA1FK802551","austin",-97.75165,30.35564,0,"2015-12-08 13:11:53","78731"
"86754","W 26th St 225, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2856",FALSE,"WMEEJ3BA0FK801410","austin",-97.73938,30.28971,0,"2015-12-08 13:11:53","78705"
"86797","Medical Pky 4223, 78756 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8681",FALSE,"WMEEJ3BA2FK802719","austin",-97.74233,30.31145,0,"2015-12-08 13:11:53","78756"
"86805","W 42nd St 1062, 78756 Austin",NA,"CE","GOOD",45,"GOOD","CSF 9200",FALSE,"WMEEJ3BA4EK734941","austin",-97.74062,30.31028,0,"2015-12-08 13:11:53","78756"
"86879","Capital Metro Downtown Station",NA,"CE","GOOD",51,"GOOD","FBV 4488",FALSE,"WMEEJ3BAXFK802998","austin",-97.73939,30.26512,0,"2015-12-08 13:11:53","78701"
"86893","Terrell Hill Dr 651, 78704 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4435",FALSE,"WMEEJ3BA5FK799380","austin",-97.76439,30.23575,0,"2015-12-08 13:11:53","78704"
"86971","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FHB 2854",FALSE,"WMEEJ3BA4FK800020","austin",-97.76107,30.19734,0,"2015-12-08 13:11:53","78744"
"86996","I-35 N 3392, 78705 Austin",NA,"CE","GOOD",45,"GOOD","FHB 2840",FALSE,"WMEEJ3BA4FK801815","austin",-97.7224,30.29263,0,"2015-12-08 13:11:53","78705"
"87133","Blanco St 806, 78703 Austin",NA,"CE","GOOD",96,"GOOD","FGZ 8805",FALSE,"WMEEJ3BA7FK800304","austin",-97.75588,30.27477,0,"2015-12-08 13:16:53","78703"
"87258","Lynnwood St 5062, 78756 Austin",NA,"CE","GOOD",66,"GOOD","FBV 4393",FALSE,"WMEEJ3BA2FK799241","austin",-97.74056,30.32242,0,"2015-12-08 13:16:53","78756"
"87277","W 6th St 551, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1331",FALSE,"WMEEJ3BA8FK801171","austin",-97.7479,30.26947,0,"2015-12-08 13:16:53","78701"
"87288","Navasota St 1138, 78702 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2898",FALSE,"WMEEJ3BA3FK799989","austin",-97.727,30.26895,0,"2015-12-08 13:16:53","78702"
"87316","Grooms St 3566, 78705 Austin",NA,"CE","GOOD",90,"GOOD","FHB 2833",FALSE,"WMEEJ3BA7FK802263","austin",-97.73268,30.29891,0,"2015-12-08 13:16:53","78705"
"87349","University Ave 2005, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2829",FALSE,"WMEEJ3BA9FK802796","austin",-97.7396,30.28297,0,"2015-12-08 13:21:54","78705"
"87370","Grooms St 3422, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FHB 1337",FALSE,"WMEEJ3BA6FK800391","austin",-97.73359,30.298,0,"2015-12-08 13:21:54","78705"
"87404","Huisache St 5202, 78751 Austin",NA,"CE","GOOD",100,"GOOD","CSG 2237",FALSE,"WMEEJ3BA0EK736105","austin",-97.72907,30.31966,0,"2015-12-08 13:21:54","78751"
"87423","St. Edward's Parking",NA,"CE","GOOD",36,"GOOD","FBV 4394",FALSE,"WMEEJ3BAXFK799231","austin",-97.7513,30.22659,0,"2015-12-08 13:21:54","78704"
"87514","W 9th St 319, 78701 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8812",FALSE,"WMEEJ3BA9FK802345","austin",-97.74438,30.27156,0,"2015-12-08 13:21:54","78701"
"87549","Butler Rd 1420, 78704 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.75853,30.26239,0,"2015-12-08 13:21:54","78704"
"87584","2nd St S 1926, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8804",FALSE,"WMEEJ3BA6FK800374","austin",-97.75799,30.24676,0,"2015-12-08 13:21:54","78704"
"87586","E 6th St 1937, 78702 Austin",NA,"CE","GOOD",78,"GOOD","FJC 9930",FALSE,"WMEEJ3BA4FK801328","austin",-97.72208,30.26143,0,"2015-12-08 13:21:54","78702"
"87597","Avenue H 5106, 78751 Austin",NA,"CE","GOOD",24,"GOOD","CK9 T292",FALSE,"WMEEJ3BA0AK417619","austin",-97.72074,30.31477,0,"2015-12-08 13:21:54","78751"
"87644","San Marcos St 1062, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T286",FALSE,"WMEEJ3BA4AK416926","austin",-97.73091,30.26945,0,"2015-12-08 13:26:55","78702"
"87650","Red River St 4141, 78751 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2856",FALSE,"WMEEJ3BA0FK801410","austin",-97.72083,30.30057,0,"2015-12-08 13:26:55","78751"
"87669","Marathon Blvd 4414, 78756 Austin",NA,"CE","GOOD",66,"GOOD","CSF 8935",FALSE,"WMEEJ3BA5EK734592","austin",-97.73958,30.31283,0,"2015-12-08 13:26:55","78756"
"87715","Caswell Ave 5064, 78751 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9785",FALSE,"WMEEJ3BA3FK802518","austin",-97.71665,30.31217,0,"2015-12-08 13:26:55","78751"
"87763","Comal St 94, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9925",FALSE,"WMEEJ3BAXFK800989","austin",-97.72879,30.25822,0,"2015-12-08 13:26:55","78702"
"87819","E 5th St 726, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2858",FALSE,"WMEEJ3BA3FK801966","austin",-97.73611,30.26519,0,"2015-12-08 13:26:55","78701"
"87873","S Lamar Blvd 3233, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4470",FALSE,"WMEEJ3BA5FK802424","austin",-97.78496,30.24072,0,"2015-12-08 13:26:55","78704"
"88111","Pearl St 2812, 78705 Austin",NA,"CE","GOOD",48,"GOOD","GGG 3722",FALSE,"WMEEJ3BA7FK802943","austin",-97.74604,30.29527,0,"2015-12-08 13:31:55","78705"
"88140","Curve St 1116, 78702 Austin",NA,"CE","GOOD",30,"GOOD","CSG 1543",FALSE,"WMEEJ3BA7EK734643","austin",-97.73008,30.26972,0,"2015-12-08 13:31:55","78702"
"88219","W 8th St 316, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4383",FALSE,"WMEEJ3BAXFK799407","austin",-97.74469,30.2707,0,"2015-12-08 13:36:58","78701"
"88220","Baylor St 576, 78703 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4428",FALSE,"WMEEJ3BA3FK799491","austin",-97.75556,30.27184,0,"2015-12-08 13:36:58","78703"
"88221","Carlson Dr 2023, 78741 Austin",NA,"CE","GOOD",100,"GOOD","CSG 1541",FALSE,"WMEEJ3BA7EK734657","austin",-97.73842,30.22677,0,"2015-12-08 13:36:58","78741"
"88222","W 3rd St 263, 78701 Austin",NA,"CE","GOOD",66,"GOOD","FJC 9793",FALSE,"WMEEJ3BA6FK801945","austin",-97.74583,30.26577,0,"2015-12-08 13:36:58","78701"
"88223","E 6th St 1740, 78702 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4391",FALSE,"WMEEJ3BA0FK799271","austin",-97.72402,30.26226,0,"2015-12-08 13:36:58","78702"
"88224","Lakeshore Blvd S 1809, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2832",FALSE,"WMEEJ3BA9FK801907","austin",-97.72812,30.2448,0,"2015-12-08 13:36:58","78741"
"88225","Monroe St W 633, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8612",FALSE,"WMEEJ3BA6FK800455","austin",-97.75558,30.24956,0,"2015-12-08 13:36:58","78704"
"88227","Kim Ln 3304, 78705 Austin",NA,"CE","GOOD",27,"GOOD","FHB 2825",FALSE,"WMEEJ3BA4FK802818","austin",-97.7245,30.29109,0,"2015-12-08 13:36:58","78705"
"88228","S Lakeshore Blvd 1942, 78741 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T375",FALSE,"WMEEJ3BA3AK416755","austin",-97.7261,30.24486,0,"2015-12-08 13:36:58","78741"
"88229","E 2nd St 2717, 78702 Austin",NA,"CE","GOOD",48,"GOOD","FJC 9927",FALSE,"WMEEJ3BA8FK801218","austin",-97.71343,30.25419,0,"2015-12-08 13:36:58","78702"
"88230","Esperanza Xing 3271, 78758 Austin",NA,"CE","GOOD",24,"GOOD","CK9 T306",FALSE,"WMEEJ3BA1AK417872","austin",-97.72462,30.3999,0,"2015-12-08 13:36:58","78758"
"88231","Elmont Dr 4567, 78741 Austin",NA,"CE","GOOD",18,"GOOD","GGG 3720",FALSE,"WMEEJ3BA4FK801474","austin",-97.71757,30.23771,0,"2015-12-08 13:36:58","78741"
"88232","Campbell St 540, 78703 Austin",NA,"CE","GOOD",100,"GOOD","CSG 1513",FALSE,"WMEEJ3BAXEK736693","austin",-97.76465,30.27528,0,"2015-12-08 13:36:58","78703"
"88233","W 42nd St 147, 78751 Austin",NA,"CE","GOOD",54,"GOOD","DBW 2626",FALSE,"WMEEJ3BA5EK748251","austin",-97.73096,30.3055,0,"2015-12-08 13:36:58","78751"
"88234","E 37th St 979, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8617",FALSE,"WMEEJ3BA0FK802525","austin",-97.72266,30.29429,0,"2015-12-08 13:36:58","78705"
"88236","Hillside Villas Apartments 1",NA,"CE","GOOD",66,"GOOD","FJD 0199",FALSE,"WMEEJ3BA3FK802874","austin",-97.72129,30.22831,0,"2015-12-08 13:36:58","78741"
"88237","E Dean Keeton St 858, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8806",FALSE,"WMEEJ3BA9FK801762","austin",-97.72818,30.2879,0,"2015-12-08 13:36:58","78705"
"88239","SoCo on the Lake II",NA,"CE","GOOD",48,"GOOD","FGZ 8624",FALSE,"WMEEJ3BA5FK802777","austin",-97.74386,30.25635,0,"2015-12-08 13:36:58","78704"
"88240","Northland Dr 2116, 78756 Austin",NA,"CE","GOOD",24,"GOOD","FJD 0195",FALSE,"WMEEJ3BA6FK801721","austin",-97.7408,30.3327,0,"2015-12-08 13:36:58","78756"
"88241","W 5th St 165, 78701 Austin",NA,"CE","GOOD",81,"GOOD","CZS 9751",FALSE,"WMEEJ3BA4EK748130","austin",-97.74405,30.26718,0,"2015-12-08 13:36:58","78701"
"88242","Campbell St 552, 78703 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T309",FALSE,"WMEEJ3BA6AK416698","austin",-97.76445,30.27537,0,"2015-12-08 13:36:58","78703"
"88243","Woodrow Ave 4876, 78756 Austin",NA,"CE","GOOD",90,"GOOD","FJD 0200",FALSE,"WMEEJ3BA4FK802866","austin",-97.73827,30.32031,0,"2015-12-08 13:36:58","78756"
"88244","Brazos St 1017, 78701 Austin",NA,"CE","GOOD",63,"GOOD","FBV 4354",FALSE,"WMEEJ3BA2FK799496","austin",-97.74,30.27159,0,"2015-12-08 13:36:58","78701"
"88246","Valley View Rd 3876, 78704 Austin",NA,"CE","GOOD",54,"GOOD","FHB 1681",FALSE,"WMEEJ3BA0FK802167","austin",-97.7836,30.23321,0,"2015-12-08 13:36:58","78704"
"88247","Willow Springs Rd 3546, 78704 Austin",NA,"CE","GOOD",36,"GOOD","CSF 9061",FALSE,"WMEEJ3BA1EK733018","austin",-97.75753,30.22644,0,"2015-12-08 13:36:58","78704"
"88248","Juanita St 1053, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FGZ 8802",FALSE,"WMEEJ3BA5FK801502","austin",-97.76516,30.24192,0,"2015-12-08 13:36:58","78704"
"88249","Eastside Dr 2538, 78704 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","FHB 2838",FALSE,"WMEEJ3BA0FK800578","austin",-97.7497,30.23489,0,"2015-12-08 13:36:58","78704"
"88250","ACC Riverside Campus II",NA,"CE","GOOD",100,"GOOD","FHB 2826",FALSE,"WMEEJ3BAXFK802547","austin",-97.70185,30.23657,0,"2015-12-08 13:36:58","78741"
"88251","W 26th St 372, 78705 Austin",NA,"CE","GOOD",33,"GOOD","FHB 0204",FALSE,"WMEEJ3BA1FK802193","austin",-97.74107,30.28988,0,"2015-12-08 13:36:58","78705"
"88252","Gables at the Terrace - 2301 S Mopac - 1 Space",NA,"CE","GOOD",60,"GOOD","FBV 4468",FALSE,"WMEEJ3BA2FK802378","austin",-97.79952,30.25623,0,"2015-12-08 13:36:58","78746"
"88253","Oak Crest Ave 2903, 78704 Austin",NA,"CE","GOOD",24,"GOOD","CYL 4630",FALSE,"WMEEJ3BA9EK749032","austin",-97.76442,30.23701,0,"2015-12-08 13:36:58","78704"
"88255","Garden Villa Ln 3756, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2899",FALSE,"WMEEJ3BA0FK800676","austin",-97.77303,30.23109,0,"2015-12-08 13:36:58","78704"
"88256","Palma Plz 1604, 78703 Austin",NA,"CE","UNACCEPTABLE",84,"GOOD","FBV 4440",FALSE,"WMEEJ3BAXFK799245","austin",-97.7584,30.28216,0,"2015-12-08 13:36:58","78703"
"88257","E 7th St 336, 78701 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0999",FALSE,"WMEEJ3BA4EK748886","austin",-97.73964,30.26826,0,"2015-12-08 13:36:58","78701"
"88258","Radam Ln 184, 78745 Austin",NA,"CE","GOOD",66,"GOOD","DBW 2627",FALSE,"WMEEJ3BA3EK748698","austin",-97.76627,30.22236,0,"2015-12-08 13:36:58","78745"
"88259","W 20th St 310, 78705 Austin",NA,"CE","GOOD",33,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.74096,30.28265,0,"2015-12-08 13:36:58","78705"
"88260","Campbell St 524, 78703 Austin",NA,"CE","GOOD",81,"GOOD","FBV 4358",FALSE,"WMEEJ3BA2FK798395","austin",-97.76473,30.27512,0,"2015-12-08 13:36:58","78703"
"88261","One Texas Center",NA,"CE","GOOD",15,"GOOD","FGZ 8629",FALSE,"WMEEJ3BA9FK802300","austin",-97.74942,30.25811,0,"2015-12-08 13:36:58","78704"
"88262","Rabb Glen St 2159, 78704 Austin",NA,"CE","GOOD",24,"GOOD","FHB 0200",FALSE,"WMEEJ3BA7FK801825","austin",-97.77818,30.25013,0,"2015-12-08 13:36:58","78704"
"88263","Hollywood Ave 3396, 78722 Austin",NA,"CE","GOOD",78,"GOOD","FGZ 8680",FALSE,"WMEEJ3BA5FK802696","austin",-97.71975,30.29102,0,"2015-12-08 13:36:58","78722"
"88265","Nueces St 2186, 78705 Austin",NA,"CE","GOOD",66,"GOOD","CYL 4639",FALSE,"WMEEJ3BA8EK748891","austin",-97.74395,30.285,0,"2015-12-08 13:36:58","78705"
"88266","Griffis SoCo Apartments",NA,"CE","GOOD",100,"GOOD","CK9 T285",FALSE,"WMEEJ3BA6AK417916","austin",-97.77117,30.20285,0,"2015-12-08 13:36:58","78745"
"88268","ACC South Austin Campus",NA,"CE","GOOD",36,"GOOD","CSF 9074",FALSE,"WMEEJ3BA8EK732979","austin",-97.79627,30.21619,0,"2015-12-08 13:36:58","78745"
"88269","The Enclave - 1005 W Stassney Lane - 2 Spaces",NA,"CE","GOOD",66,"GOOD","FJC 9784",FALSE,"WMEEJ3BA9FK802605","austin",-97.78589,30.2098,0,"2015-12-08 13:36:58","78745"
"88270","San Jacinto Blvd 774, 78701 Austin",NA,"CE","GOOD",81,"GOOD","FBV 4469",FALSE,"WMEEJ3BA2FK802400","austin",-97.73992,30.26907,0,"2015-12-08 13:36:58","78701"
"88271","Red River St 1333, 78701 Austin",NA,"CE","GOOD",42,"GOOD","FBV 4425",FALSE,"WMEEJ3BAXFK799584","austin",-97.73503,30.27412,0,"2015-12-08 13:36:58","78701"
"88272","The Connection",NA,"CE","UNACCEPTABLE",60,"UNACCEPTABLE","CSF 9065",FALSE,"WMEEJ3BA0EK734533","austin",-97.72642,30.22726,0,"2015-12-08 13:36:58","78741"
"88273","E 9th St 303, 78701 Austin",NA,"CE","GOOD",63,"GOOD","CSF 9067",FALSE,"WMEEJ3BA5EK734835","austin",-97.73998,30.27018,0,"2015-12-08 13:36:58","78701"
"88274","Toomey Rd 1459, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4474",FALSE,"WMEEJ3BA1FK802940","austin",-97.75862,30.26326,0,"2015-12-08 13:36:58","78704"
"88275","E 20th St 1830, 78722 Austin",NA,"CE","GOOD",30,"GOOD","FHB 0248",FALSE,"WMEEJ3BA6FK802643","austin",-97.72214,30.28071,0,"2015-12-08 13:36:58","78722"
"88276","E 7th St 409, 78701 Austin",NA,"CE","GOOD",60,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.73889,30.26796,0,"2015-12-08 13:36:58","78701"
"88277","Travis Heights Blvd 2072, 78704 Austin",NA,"CE","GOOD",30,"GOOD","CSF 9192",FALSE,"WMEEJ3BA3EK734008","austin",-97.74451,30.23923,0,"2015-12-08 13:36:58","78704"
"88278","Copeland St 667, 78704 Austin",NA,"CE","GOOD",69,"GOOD","CZT 0993",FALSE,"WMEEJ3BA6EK748081","austin",-97.75348,30.25349,0,"2015-12-08 13:36:58","78704"
"88279","2901 Medical Arts St.",NA,"CE","GOOD",100,"GOOD","FHB 2844",FALSE,"WMEEJ3BA0FK801990","austin",-97.72863,30.28881,0,"2015-12-08 13:36:58","78705"
"88280","W 43rd St 232, 78751 Austin",NA,"CE","GOOD",54,"GOOD","FJC 9928",FALSE,"WMEEJ3BA6FK801251","austin",-97.73099,30.30704,0,"2015-12-08 13:36:58","78751"
"88281","Bouldin Ave 818, 78704 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8681",FALSE,"WMEEJ3BA2FK802719","austin",-97.75527,30.2568,0,"2015-12-08 13:36:58","78704"
"88282","Nueces St 578, 78701 Austin",NA,"CE","GOOD",21,"GOOD","CZS 9747",FALSE,"WMEEJ3BA1EK748201","austin",-97.74856,30.26947,0,"2015-12-08 13:36:58","78701"
"88283","W 20th St 330, 78705 Austin",NA,"CE","GOOD",42,"GOOD","FHB 1680",FALSE,"WMEEJ3BA6FK802237","austin",-97.7412,30.28265,0,"2015-12-08 13:36:58","78705"
"88284","Kramer Station - Brockton Dr",NA,"CE","GOOD",100,"GOOD","FGZ 8685",FALSE,"WMEEJ3BA1FK803165","austin",-97.71756,30.39338,0,"2015-12-08 13:36:58","78758"
"88286","E 8th St 425, 78701 Austin",NA,"CE","GOOD",93,"GOOD","CYL 4640",FALSE,"WMEEJ3BA8EK748731","austin",-97.73841,30.26882,0,"2015-12-08 13:36:58","78701"
"88287","East Ave 46, 78701 Austin",NA,"CE","GOOD",72,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.73851,30.25641,0,"2015-12-08 13:36:58","78701"
"88288","La Casa Dr 2189, 78704 Austin",NA,"CE","GOOD",45,"GOOD","FGZ 8626",FALSE,"WMEEJ3BA6FK802495","austin",-97.78034,30.24751,0,"2015-12-08 13:36:58","78704"
"88289","Congress Ave 405, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2867",FALSE,"WMEEJ3BA3FK802535","austin",-97.74342,30.26625,0,"2015-12-08 13:36:58","78701"
"88290","Gables at the Terrace - 2301 S Mopac - 1 Space",NA,"CE","GOOD",96,"GOOD","FBV 4432",FALSE,"WMEEJ3BA2FK799417","austin",-97.79952,30.25623,0,"2015-12-08 13:36:58","78746"
"88292","Juliet St 1414, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FBV 4376",FALSE,"WMEEJ3BA9FK800031","austin",-97.76125,30.25818,0,"2015-12-08 13:36:58","78704"
"88293","Sager Dr 1995, 78741 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T304",FALSE,"WMEEJ3BA8AK417836","austin",-97.73996,30.22471,0,"2015-12-08 13:36:58","78741"
"88294","Toomey Rd 1451, 78704 Austin",NA,"CE","GOOD",57,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.75858,30.26324,0,"2015-12-08 13:36:58","78704"
"88296","Willow Hill Dr 2441, 78741 Austin",NA,"CE","GOOD",39,"GOOD","CSG 1544",FALSE,"WMEEJ3BA6EK734861","austin",-97.72605,30.233,0,"2015-12-08 13:36:58","78741"
"88297","Colorado St 858, 78701 Austin",NA,"CE","GOOD",39,"UNACCEPTABLE","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.74324,30.27084,0,"2015-12-08 13:36:58","78701"
"88299","Timbercreek Apartments",NA,"CE","GOOD",100,"GOOD","FBV 4476",FALSE,"WMEEJ3BA3FK802826","austin",-97.75159,30.25617,0,"2015-12-08 13:36:58","78704"
"88300","Lavaca St 408, 78701 Austin",NA,"CE","GOOD",69,"GOOD","FHB 2869",FALSE,"WMEEJ3BAXFK802600","austin",-97.74586,30.26717,0,"2015-12-08 13:36:58","78701"
"88301","E 4th St 476, 78701 Austin",NA,"CE","GOOD",15,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.73919,30.26506,0,"2015-12-08 13:36:58","78701"
"88302","Shoalwood Ave 5562, 78756 Austin",NA,"CE","GOOD",33,"GOOD","CSF 9060",FALSE,"WMEEJ3BA8EK732917","austin",-97.7429,30.33106,0,"2015-12-08 13:36:58","78756"
"88303","Southridge Dr 3806, 78704 Austin",NA,"CE","GOOD",51,"GOOD","FJC 9787",FALSE,"WMEEJ3BA7FK802439","austin",-97.77723,30.2313,0,"2015-12-08 13:36:58","78704"
"88304","E 7th St 430, 78701 Austin",NA,"CE","GOOD",33,"GOOD","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.73861,30.26798,0,"2015-12-08 13:36:58","78701"
"88305","W 24th St 1040, 78705 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4426",FALSE,"WMEEJ3BAXFK799536","austin",-97.7484,30.28852,0,"2015-12-08 13:36:58","78705"
"88306","Trinity St 763, 78701 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4390",FALSE,"WMEEJ3BA1FK799294","austin",-97.73869,30.26862,0,"2015-12-08 13:36:58","78701"
"88307","Kramer Station - Brockton Dr",NA,"CE","UNACCEPTABLE",90,"GOOD","FBV 4384",FALSE,"WMEEJ3BA8FK799440","austin",-97.71756,30.39338,0,"2015-12-08 13:36:58","78758"
"88308","Woodward St 1760, 78741 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4394",FALSE,"WMEEJ3BAXFK799231","austin",-97.74428,30.22055,0,"2015-12-08 13:36:58","78741"
"88310","Salem Walk Dr 5481, 78745 Austin",NA,"CE","GOOD",93,"GOOD","FHB 1678",FALSE,"WMEEJ3BA9FK802457","austin",-97.78326,30.21076,0,"2015-12-08 13:36:58","78745"
"88311","The Parking Spot",NA,"CE","GOOD",100,"GOOD","FBV 4395",FALSE,"WMEEJ3BA9FK799219","austin",-97.67598,30.22049,0,"2015-12-08 13:36:58","78719"
"88312","Post Road Dr 589, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CZT 0923",FALSE,"WMEEJ3BA1EK748313","austin",-97.76791,30.22862,0,"2015-12-08 13:36:58","78704"
"88314","Wood Hollow Dr 7136, 78731 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1677",FALSE,"WMEEJ3BA0FK802461","austin",-97.75265,30.35413,0,"2015-12-08 13:36:58","78731"
"88315","Royal Crest Dr 1447, 78741 Austin",NA,"CE","GOOD",21,"GOOD","CK9 T283",FALSE,"WMEEJ3BA3AK417209","austin",-97.72856,30.24112,0,"2015-12-08 13:36:58","78741"
"88316","Campbell St 552, 78703 Austin",NA,"CE","GOOD",33,"GOOD","FHB 1335",FALSE,"WMEEJ3BAXFK800510","austin",-97.76444,30.27535,0,"2015-12-08 13:36:58","78703"
"88317","Brazos St 1017, 78701 Austin",NA,"CE","GOOD",54,"GOOD","CSF 9071",FALSE,"WMEEJ3BAXEK734569","austin",-97.74,30.27159,0,"2015-12-08 13:36:58","78701"
"88318","5th St S 2862, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FJC 9783",FALSE,"WMEEJ3BA3FK802678","austin",-97.76689,30.23834,0,"2015-12-08 13:36:58","78704"
"88319","N Lamar Blvd 657, 78703 Austin",NA,"CE","GOOD",39,"GOOD","FJC 9789",FALSE,"WMEEJ3BAXFK802211","austin",-97.7534,30.27251,0,"2015-12-08 13:36:58","78703"
"88320","Valley View Rd 4172, 78704 Austin",NA,"CE","GOOD",33,"GOOD","CK9 T281",FALSE,"WMEEJ3BA4AK417428","austin",-97.78506,30.23101,0,"2015-12-08 13:36:58","78704"
"88322","Woodrow Ave 5650, 78756 Austin",NA,"CE","GOOD",60,"GOOD","CSF 8927",FALSE,"WMEEJ3BA1EK734332","austin",-97.73315,30.32836,0,"2015-12-08 13:36:58","78756"
"88323","The LINK",NA,"CE","GOOD",100,"GOOD","FHB 0203",FALSE,"WMEEJ3BA6FK802268","austin",-97.72344,30.2389,0,"2015-12-08 13:36:58","78741"
"88324","Elizabeth St W 169, 78704 Austin",NA,"CE","GOOD",72,"GOOD","CSG 1520",FALSE,"WMEEJ3BA2EK735456","austin",-97.75074,30.24909,0,"2015-12-08 13:36:58","78704"
"88325","Southridge Dr 3775, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CZS 9748",FALSE,"WMEEJ3BA4EK748175","austin",-97.77735,30.23219,0,"2015-12-08 13:36:58","78704"
"88326","E 2nd St 2532, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FHB 1679",FALSE,"WMEEJ3BA9FK802278","austin",-97.71581,30.25523,0,"2015-12-08 13:36:58","78702"
"88327","Stephen F Austin Dr 1977, 78703 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0920",FALSE,"WMEEJ3BA2EK748904","austin",-97.76997,30.27444,0,"2015-12-08 13:36:58","78703"
"88329","Rio Grande St 2406, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4386",FALSE,"WMEEJ3BA9FK799544","austin",-97.74461,30.28851,0,"2015-12-08 13:36:58","78705"
"88330","Trinity St 112, 78701 Austin",NA,"CE","GOOD",69,"GOOD","FGZ 8688",FALSE,"WMEEJ3BA6FK802707","austin",-97.74103,30.26267,0,"2015-12-08 13:36:58","78701"
"88332","Esperanza Xing 3171, 78758 Austin",NA,"CE","GOOD",42,"GOOD","FGZ 8623",FALSE,"WMEEJ3BA4FK802835","austin",-97.72294,30.39943,0,"2015-12-08 13:36:58","78758"
"88333","Red River St 2333, 78705 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1327",FALSE,"WMEEJ3BAXFK801754","austin",-97.72769,30.28437,0,"2015-12-08 13:36:58","78705"
"88334","Monroe St W 398, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9598",FALSE,"WMEEJ3BA6FK801797","austin",-97.75356,30.24888,0,"2015-12-08 13:36:58","78704"
"88335","Metcalfe Rd 2442, 78741 Austin",NA,"CE","GOOD",66,"GOOD","CSF 8933",FALSE,"WMEEJ3BA9EK734790","austin",-97.73627,30.22964,0,"2015-12-08 13:36:58","78741"
"88336","E Riverside Dr 1572, 78741 Austin",NA,"CE","GOOD",90,"GOOD","FHB 2847",FALSE,"WMEEJ3BA4FK802009","austin",-97.7321,30.24673,0,"2015-12-08 13:36:58","78741"
"88337","W 8th St 2603, 78703 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","CSF 9068",FALSE,"WMEEJ3BA0EK733706","austin",-97.7747,30.28374,0,"2015-12-08 13:36:58","78703"
