"","address","charging","engineType","exterior","fuel","interior","name","smartPhoneRequired","vin","City","Longitude","Latitude","Altitude","Time....Sys.time..","zip"
"72050","W 5th St 127, 78701 Austin",NA,"CE","GOOD",39,"GOOD","CZS 9750",FALSE,"WMEEJ3BA7EK748543","austin",-97.74347,30.26728,0,"2015-12-08 09:01:34","78701"
"72092","E 7th St 341, 78701 Austin",NA,"CE","GOOD",100,"UNACCEPTABLE","FJC 9786",FALSE,"WMEEJ3BA0FK802489","austin",-97.73968,30.26812,0,"2015-12-08 09:01:34","78701"
"72146","S Lamar Blvd 2999, 78704 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4359",FALSE,"WMEEJ3BA2FK799871","austin",-97.78385,30.24233,0,"2015-12-08 09:01:34","78704"
"72209","Werner Ave 3466, 78722 Austin",NA,"CE","GOOD",78,"GOOD","FJC 9930",FALSE,"WMEEJ3BA4FK801328","austin",-97.71857,30.29139,0,"2015-12-08 09:01:34","78722"
"72238","Jessie St 478, 78704 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4472",FALSE,"WMEEJ3BA5FK802617","austin",-97.75985,30.2618,0,"2015-12-08 09:01:34","78704"
"72395","Dean Keaton and Whitis",NA,"CE","GOOD",100,"GOOD","FBV 4389",FALSE,"WMEEJ3BA0FK799335","austin",-97.74003,30.28978,0,"2015-12-08 09:06:34","78705"
"72423","Brazos St 228, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2858",FALSE,"WMEEJ3BA3FK801966","austin",-97.74275,30.26425,0,"2015-12-08 09:06:34","78701"
"72441","Radam Ln 389, 78745 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8846",FALSE,"WMEEJ3BA4FK802883","austin",-97.76858,30.22312,0,"2015-12-08 09:06:34","78745"
"72455","Victory Dr 4123, 78704 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.78912,30.23422,0,"2015-12-08 09:06:34","78704"
"72493","Kinney Ave 2306, 78704 Austin",NA,"CE","GOOD",100,"GOOD","CYL 4638",FALSE,"WMEEJ3BA7EK748932","austin",-97.77059,30.24863,0,"2015-12-08 09:06:34","78704"
"72518","Esperanza Xing 3089, 78758 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4372",FALSE,"WMEEJ3BA2FK798591","austin",-97.72231,30.3992,0,"2015-12-08 09:06:34","78758"
"72529","Breeze Ter 2962, 78722 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8612",FALSE,"WMEEJ3BA6FK800455","austin",-97.71892,30.28544,0,"2015-12-08 09:11:34","78722"
"72597","Toomey Rd 1451, 78704 Austin",NA,"CE","GOOD",57,"GOOD","CSF 8924",FALSE,"WMEEJ3BA1EK733228","austin",-97.75858,30.26324,0,"2015-12-08 09:11:34","78704"
"72602","Lee Barton Dr 156, 78704 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.75642,30.26365,0,"2015-12-08 09:11:34","78704"
"72675","Rainey St 74, 78701 Austin",NA,"CE","GOOD",12,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.73966,30.25914,0,"2015-12-08 09:11:34","78701"
"72683","Capital Metro Downtown Station",NA,"CE","GOOD",100,"GOOD","FHB 1333",FALSE,"WMEEJ3BA6FK800603","austin",-97.73939,30.26512,0,"2015-12-08 09:11:34","78701"
"72695","W 9th St 319, 78701 Austin",NA,"CE","GOOD",54,"GOOD","FGZ 8812",FALSE,"WMEEJ3BA9FK802345","austin",-97.74438,30.27156,0,"2015-12-08 09:11:34","78701"
"72698","Travis Heights Blvd 1870, 78704 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2862",FALSE,"WMEEJ3BA1FK802274","austin",-97.7432,30.24141,0,"2015-12-08 09:11:34","78704"
"72704","Campbell St 524, 78703 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8803",FALSE,"WMEEJ3BA5FK801483","austin",-97.76475,30.27515,0,"2015-12-08 09:11:34","78703"
"72728","University Ave 2003, 78705 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4368",FALSE,"WMEEJ3BA8FK799213","austin",-97.73962,30.28289,0,"2015-12-08 09:11:34","78705"
"72735","Nueces St 2220, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2839",FALSE,"WMEEJ3BA0FK801603","austin",-97.74393,30.28547,0,"2015-12-08 09:11:34","78705"
"72794","Capital Metro Downtown Station",NA,"CE","GOOD",21,"GOOD","FGZ 8613",FALSE,"WMEEJ3BA0FK801357","austin",-97.73939,30.26512,0,"2015-12-08 09:11:34","78701"
"72954","Annie St W 134, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4385",FALSE,"WMEEJ3BA6FK799470","austin",-97.75134,30.24627,0,"2015-12-08 09:16:35","78704"
"73008","Durwood St 2597, 78704 Austin",NA,"CE","GOOD",60,"GOOD","FBV 4431",FALSE,"WMEEJ3BA4FK799435","austin",-97.75937,30.23863,0,"2015-12-08 09:16:35","78704"
"73022","Capital Metro Downtown Station",NA,"CE","GOOD",100,"GOOD","CSG 2238",FALSE,"WMEEJ3BA1EK734993","austin",-97.73939,30.26512,0,"2015-12-08 09:16:35","78701"
"73070","W 2nd St, 78703 Austin",NA,"CE","GOOD",33,"GOOD","FBV 4380",FALSE,"WMEEJ3BA7FK799283","austin",-97.75472,30.2672,0,"2015-12-08 09:16:35","78703"
"73077","LCRA - Trade Center Dr",NA,"CE","GOOD",93,"GOOD","FGZ 8801",FALSE,"WMEEJ3BA8FK801526","austin",-97.71414,30.20749,0,"2015-12-08 09:16:35","78744"
"73155","East Ave 46, 78701 Austin",NA,"CE","GOOD",72,"GOOD","CSF 9196",FALSE,"WMEEJ3BAXEK733812","austin",-97.73851,30.25641,0,"2015-12-08 09:21:35","78701"
"73287","Hidalgo St 2317, 78702 Austin",NA,"CE","GOOD",69,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.7171,30.26076,0,"2015-12-08 09:21:35","78702"
"73353","S Congress Ave 793, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8611",FALSE,"WMEEJ3BA0FK800323","austin",-97.74747,30.25452,0,"2015-12-08 09:21:35","78704"
"73386","University Ave 2005, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2829",FALSE,"WMEEJ3BA9FK802796","austin",-97.7396,30.28297,0,"2015-12-08 09:26:35","78705"
"73426","E 7th St 409, 78701 Austin",NA,"CE","GOOD",60,"GOOD","CSF 8920",FALSE,"WMEEJ3BA8EK733792","austin",-97.73889,30.26796,0,"2015-12-08 09:26:35","78701"
"73467","E 1st St 205, 78701 Austin",NA,"CE","GOOD",36,"GOOD","FHB 1335",FALSE,"WMEEJ3BAXFK800510","austin",-97.7431,30.26285,0,"2015-12-08 09:26:35","78701"
"73477","Colorado St 358, 78701 Austin",NA,"CE","GOOD",51,"GOOD","CZT 0920",FALSE,"WMEEJ3BA2EK748904","austin",-97.74502,30.26619,0,"2015-12-08 09:26:35","78701"
"73490","The Establishment",NA,"CE","GOOD",100,"GOOD","FHB 0202",FALSE,"WMEEJ3BA6FK802271","austin",-97.76542,30.23024,0,"2015-12-08 09:26:35","78704"
"73493","Grooms St 3102, 78705 Austin",NA,"CE","UNACCEPTABLE",30,"GOOD","FBV 4365",FALSE,"WMEEJ3BA2FK799675","austin",-97.73561,30.29476,0,"2015-12-08 09:26:35","78705"
"73514","Rainey St 48, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FTD 8882",FALSE,"WMEEJ3BA2FK802980","austin",-97.73941,30.25712,0,"2015-12-08 09:26:35","78701"
"73551","W 22nd St 1398, 78705 Austin",NA,"CE","GOOD",69,"GOOD","FBV 4359",FALSE,"WMEEJ3BA2FK799871","austin",-97.75259,30.28586,0,"2015-12-08 09:26:35","78705"
"73604","Comal St 434, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FJD 0194",FALSE,"WMEEJ3BA5FK801886","austin",-97.72712,30.26175,0,"2015-12-08 09:26:35","78702"
"73624","E 5th St 1259, 78702 Austin",NA,"CE","GOOD",51,"GOOD","FJC 9932",FALSE,"WMEEJ3BA0FK801441","austin",-97.7303,30.26327,0,"2015-12-08 09:26:35","78702"
"73635","Congress Ave 1032, 78701 Austin",NA,"CE","GOOD",33,"GOOD","CZS 9744",FALSE,"WMEEJ3BA2EK748224","austin",-97.74157,30.27218,0,"2015-12-08 09:26:35","78701"
"73688","Garden Villa Ln 3756, 78704 Austin",NA,"CE","GOOD",36,"GOOD","FHB 2899",FALSE,"WMEEJ3BA0FK800676","austin",-97.77303,30.23109,0,"2015-12-08 09:31:35","78704"
"73789","Red River St 2415, 78712 Austin",NA,"CE","GOOD",100,"UNACCEPTABLE","CK9 T295",FALSE,"WMEEJ3BA6AK416751","austin",-97.72739,30.28533,0,"2015-12-08 09:31:35","78712"
"73798","Adams Ave 5630, 78756 Austin",NA,"CE","GOOD",60,"GOOD","CSF 9195",FALSE,"WMEEJ3BA4EK734809","austin",-97.73964,30.33055,0,"2015-12-08 09:31:35","78756"
"73887","E 8th St 425, 78701 Austin",NA,"CE","GOOD",69,"GOOD","FJD 0193",FALSE,"WMEEJ3BA5FK802133","austin",-97.7384,30.26886,0,"2015-12-08 09:31:35","78701"
"73928","Dean Keaton and Whitis",NA,"CE","GOOD",54,"GOOD","CZT 1028",FALSE,"WMEEJ3BA5EK748105","austin",-97.74003,30.28978,0,"2015-12-08 09:31:35","78705"
"73987","E 9th St 303, 78701 Austin",NA,"CE","GOOD",63,"GOOD","CSF 9067",FALSE,"WMEEJ3BA5EK734835","austin",-97.73998,30.27018,0,"2015-12-08 09:36:35","78701"
"74075","San Jacinto Blvd 1252, 78701 Austin",NA,"CE","GOOD",24,"GOOD","FBV 4477",FALSE,"WMEEJ3BA3FK803068","austin",-97.73801,30.27406,0,"2015-12-08 09:36:35","78701"
"74091","The Parking Spot",NA,"CE","GOOD",9,"GOOD","FBV 4367",FALSE,"WMEEJ3BA4FK799757","austin",-97.67598,30.22049,0,"2015-12-08 09:36:35","78719"
"74094","E Dean Keeton St 818, 78705 Austin",NA,"CE","GOOD",93,"GOOD","FGZ 8628",FALSE,"WMEEJ3BA8FK802370","austin",-97.72942,30.28882,0,"2015-12-08 09:36:35","78705"
"74116","W 40th St 175, 78751 Austin",NA,"CE","GOOD",100,"GOOD","FFD 6224",FALSE,"WMEEJ3BA6FK801606","austin",-97.7327,30.30335,0,"2015-12-08 09:36:35","78751"
"74146","San Antonio St 624, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8810",FALSE,"WMEEJ3BAXFK802189","austin",-97.74735,30.26961,0,"2015-12-08 09:36:35","78701"
"74156","W 6th St 905, 78703 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4467",FALSE,"WMEEJ3BA7FK801727","austin",-97.75291,30.2711,0,"2015-12-08 09:36:35","78703"
"74218","Gibson Flats",NA,"CE","GOOD",100,"GOOD","CSG 1518",FALSE,"WMEEJ3BA3EK734896","austin",-97.76235,30.25432,0,"2015-12-08 09:36:35","78704"
"74226","E 5th St 1573, 78702 Austin",NA,"CE","GOOD",100,"GOOD","CSG 1541",FALSE,"WMEEJ3BA7EK734657","austin",-97.72719,30.26221,0,"2015-12-08 09:41:36","78702"
"74238","E 3rd St 1971, 78702 Austin",NA,"CE","GOOD",24,"GOOD","CYL 4628",FALSE,"WMEEJ3BA8EK748969","austin",-97.72307,30.25869,0,"2015-12-08 09:41:36","78702"
"74247","W 5th St 142, 78701 Austin",NA,"CE","GOOD",81,"GOOD","CZS 9751",FALSE,"WMEEJ3BA4EK748130","austin",-97.74367,30.26735,0,"2015-12-08 09:41:36","78701"
"74266","Rio Grande St 1213, 78701 Austin",NA,"CE","GOOD",36,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.747,30.27651,0,"2015-12-08 09:41:36","78701"
"74268","One Texas Center",NA,"CE","GOOD",15,"GOOD","FGZ 8629",FALSE,"WMEEJ3BA9FK802300","austin",-97.74942,30.25811,0,"2015-12-08 09:41:36","78704"
"74302","Colorado St 858, 78701 Austin",NA,"CE","GOOD",39,"UNACCEPTABLE","CK9 T262",FALSE,"WMEEJ3BA1AK418066","austin",-97.74324,30.27084,0,"2015-12-08 09:41:36","78701"
"74477","E 6th St 1986, 78702 Austin",NA,"CE","GOOD",96,"GOOD","FBV 4370",FALSE,"WMEEJ3BAXFK798967","austin",-97.72137,30.26131,0,"2015-12-08 09:41:36","78702"
"74508","Guadalupe St 755, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1676",FALSE,"WMEEJ3BA6FK802724","austin",-97.74564,30.2705,0,"2015-12-08 09:41:36","78701"
"74722","Capital Metro Downtown Station",NA,"CE","GOOD",78,"GOOD","FBV 4369",FALSE,"WMEEJ3BA7FK799204","austin",-97.73939,30.26512,0,"2015-12-08 09:46:36","78701"
"74733","Rainey St 48, 78701 Austin",NA,"CE","GOOD",100,"GOOD","CSF 8929",FALSE,"WMEEJ3BA9EK733333","austin",-97.73949,30.25686,0,"2015-12-08 09:46:36","78701"
"74769","Nelray Blvd 720, 78751 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2898",FALSE,"WMEEJ3BA3FK799989","austin",-97.72688,30.3231,0,"2015-12-08 09:46:36","78751"
"74930","Robert T Martinez Jr St 410, 78702 Austin",NA,"CE","GOOD",39,"GOOD","FBV 4381",FALSE,"WMEEJ3BA6FK799310","austin",-97.71908,30.25918,0,"2015-12-08 09:51:36","78702"
"74956","Nueces St 1633, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FBV 4363",FALSE,"WMEEJ3BA4FK799595","austin",-97.74463,30.27974,0,"2015-12-08 09:51:36","78701"
"74972","Whitis Ave 2602, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2846",FALSE,"WMEEJ3BA0FK801939","austin",-97.7402,30.28997,0,"2015-12-08 09:51:36","78705"
"75085","W 45th St 753, 78751 Austin",NA,"CE","GOOD",27,"GOOD","FHB 2842",FALSE,"WMEEJ3BA8FK800800","austin",-97.73553,30.31105,0,"2015-12-08 09:51:36","78751"
"75148","San Antonio St 2216, 78705 Austin",NA,"CE","GOOD",33,"GOOD","CSF 8919",FALSE,"WMEEJ3BA0EK733883","austin",-97.74295,30.28533,0,"2015-12-08 09:56:36","78705"
"75154","W 38th St 407, 78705 Austin",NA,"CE","GOOD",69,"GOOD","CYL 4639",FALSE,"WMEEJ3BA8EK748891","austin",-97.73726,30.30184,0,"2015-12-08 09:56:36","78705"
"75174","E 8th St 425, 78701 Austin",NA,"CE","GOOD",93,"GOOD","CYL 4640",FALSE,"WMEEJ3BA8EK748731","austin",-97.73841,30.26882,0,"2015-12-08 09:56:36","78701"
"75285","W 7th St 784, 78701 Austin",NA,"CE","GOOD",57,"GOOD","FJC 9779",FALSE,"WMEEJ3BA0FK802847","austin",-97.75004,30.27117,0,"2015-12-08 09:56:36","78701"
"75316","San Jacinto Blvd 663, 78701 Austin",NA,"CE","GOOD",96,"GOOD","CSG 2236",FALSE,"WMEEJ3BA8EK736207","austin",-97.74009,30.26797,0,"2015-12-08 09:56:36","78701"
"75355","W 17th St 209, 78701 Austin",NA,"CE","GOOD",15,"GOOD","CSG 1542",FALSE,"WMEEJ3BA2EK733240","austin",-97.74042,30.27919,0,"2015-12-08 09:56:36","78701"
"75358","Shoal Creek Blvd 1512, 78701 Austin",NA,"CE","GOOD",27,"GOOD","FBV 4382",FALSE,"WMEEJ3BA8FK799325","austin",-97.75017,30.28124,0,"2015-12-08 09:56:36","78701"
"75395","W 6th St 341, 78701 Austin",NA,"CE","GOOD",24,"GOOD","CZT 0996",FALSE,"WMEEJ3BA9EK748575","austin",-97.74565,30.26884,0,"2015-12-08 09:56:36","78701"
"75409","Baylor St 576, 78703 Austin",NA,"CE","GOOD",90,"GOOD","FBV 4428",FALSE,"WMEEJ3BA3FK799491","austin",-97.75556,30.27184,0,"2015-12-08 10:01:37","78703"
"75411","Marathon Blvd 4148, 78756 Austin",NA,"CE","GOOD",72,"GOOD","FJC 9793",FALSE,"WMEEJ3BA6FK801945","austin",-97.74144,30.30998,0,"2015-12-08 10:01:37","78756"
"75429","E 43rd St 421, 78751 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2856",FALSE,"WMEEJ3BA0FK801410","austin",-97.72684,30.30495,0,"2015-12-08 10:01:37","78751"
"75579","Dean Keaton and Whitis",NA,"CE","UNACCEPTABLE",57,"GOOD","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.74003,30.28978,0,"2015-12-08 10:01:37","78705"
"75622","E 5th St 1029, 78702 Austin",NA,"CE","GOOD",69,"GOOD","CZS 9749",FALSE,"WMEEJ3BA2EK748112","austin",-97.73215,30.2639,0,"2015-12-08 10:01:37","78702"
"75638","W 5th St 1615, 78703 Austin",NA,"CE","GOOD",39,"GOOD","CSF 9066",FALSE,"WMEEJ3BA9EK733235","austin",-97.76434,30.27442,0,"2015-12-08 10:01:37","78703"
"75655","E 9th St 2408, 78702 Austin",NA,"CE","GOOD",72,"GOOD","FBV 4371",FALSE,"WMEEJ3BAXFK798502","austin",-97.71564,30.2643,0,"2015-12-08 10:01:37","78702"
"75656","W 6th St 551, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FHB 1331",FALSE,"WMEEJ3BA8FK801171","austin",-97.7479,30.26947,0,"2015-12-08 10:01:37","78701"
"75835","The Place at Terracina - 8100 N Mopac - 6 Spaces",NA,"CE","GOOD",60,"GOOD","CZT 1032",FALSE,"WMEEJ3BA3EK748295","austin",-97.74409,30.36497,0,"2015-12-08 10:06:37","78759"
"75853","E 9th St 832, 78702 Austin",NA,"CE","GOOD",18,"GOOD","FJD 0197",FALSE,"WMEEJ3BA2FK803045","austin",-97.73252,30.2683,0,"2015-12-08 10:06:37","78702"
"75987","W 6th St 915, 78703 Austin",NA,"CE","GOOD",48,"GOOD","FJC 9932",FALSE,"WMEEJ3BA0FK801441","austin",-97.75336,30.27106,0,"2015-12-08 10:06:37","78703"
"76233","13 1/2 St W 774, 78701 Austin",NA,"CE","GOOD",33,"GOOD","CSG 1543",FALSE,"WMEEJ3BA7EK734643","austin",-97.74754,30.27762,0,"2015-12-08 10:11:37","78701"
"76434","Monroe St W 398, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FJC 9598",FALSE,"WMEEJ3BA6FK801797","austin",-97.75356,30.24888,0,"2015-12-08 10:16:37","78704"
"76546","San Antonio St 1872, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4467",FALSE,"WMEEJ3BA7FK801727","austin",-97.7428,30.28167,0,"2015-12-08 10:16:37","78701"
"76553","Stassney Woods - 1800 E Stassney Lane - 2 Spaces",NA,"CE","GOOD",100,"GOOD","FHB 2854",FALSE,"WMEEJ3BA4FK800020","austin",-97.76107,30.19734,0,"2015-12-08 10:16:37","78744"
"76623","Monroe St W 633, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8612",FALSE,"WMEEJ3BA6FK800455","austin",-97.75558,30.24956,0,"2015-12-08 10:21:38","78704"
"76650","Victory Dr 4105, 78704 Austin",NA,"CE","UNACCEPTABLE",100,"GOOD","FHB 2838",FALSE,"WMEEJ3BA0FK800578","austin",-97.78982,30.23438,0,"2015-12-08 10:21:38","78704"
"76701","E 4th St 476, 78701 Austin",NA,"CE","GOOD",18,"GOOD","FHB 2828",FALSE,"WMEEJ3BA6FK802772","austin",-97.73921,30.26503,0,"2015-12-08 10:21:38","78701"
"76771","E 11th St and Brazos St",NA,"CE","GOOD",60,"GOOD","CSF 9195",FALSE,"WMEEJ3BA4EK734809","austin",-97.73996,30.27251,0,"2015-12-08 10:21:38","78701"
"76793","Onion St 548, 78702 Austin",NA,"CE","GOOD",57,"GOOD","GJX 9016",FALSE,"WMEEJ3BA5AK417888","austin",-97.72769,30.26314,0,"2015-12-08 10:21:38","78702"
"76797","ACC Riverside Campus I",NA,"CE","GOOD",27,"GOOD","FHB 0245",FALSE,"WMEEJ3BA6FK800908","austin",-97.70498,30.23517,0,"2015-12-08 10:21:38","78741"
"76817","Longview St 2568, 78705 Austin",NA,"CE","UNACCEPTABLE",54,"UNACCEPTABLE","CZT 0919",FALSE,"WMEEJ3BA3EK748832","austin",-97.75068,30.29095,0,"2015-12-08 10:21:38","78705"
"76897","Rio Grande St 2906, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 2855",FALSE,"WMEEJ3BA8FK800487","austin",-97.74366,30.29641,0,"2015-12-08 10:21:38","78705"
"76962","Colorado St 675, 78701 Austin",NA,"CE","GOOD",87,"GOOD","FBV 4440",FALSE,"WMEEJ3BAXFK799245","austin",-97.74374,30.26911,0,"2015-12-08 10:26:38","78701"
"77213","Onion St 534, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8679",FALSE,"WMEEJ3BA8FK802336","austin",-97.72766,30.26302,0,"2015-12-08 10:26:38","78702"
"77361","W 6th St 917, 78703 Austin",NA,"CE","GOOD",45,"GOOD","FHB 1550",FALSE,"WMEEJ3BA0FK801746","austin",-97.75343,30.27109,0,"2015-12-08 10:31:38","78703"
"77416","Park Pl 626, 78705 Austin",NA,"CE","GOOD",90,"GOOD","CZT 1026",FALSE,"WMEEJ3BA8EK748230","austin",-97.73415,30.28995,0,"2015-12-08 10:31:38","78705"
"77478","2nd St S 1926, 78704 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8804",FALSE,"WMEEJ3BA6FK800374","austin",-97.75799,30.24676,0,"2015-12-08 10:31:38","78704"
"77481","Dean Keaton and Whitis",NA,"CE","GOOD",100,"GOOD","FHB 1334",FALSE,"WMEEJ3BAXFK800541","austin",-97.74003,30.28978,0,"2015-12-08 10:31:38","78705"
"77689","W 26th St 131, 78705 Austin",NA,"CE","GOOD",54,"GOOD","FHB 0205",FALSE,"WMEEJ3BA9FK802183","austin",-97.73824,30.28963,0,"2015-12-08 10:36:38","78705"
"77693","E 5th St 1035, 78702 Austin",NA,"CE","GOOD",57,"GOOD","GJX 9016",FALSE,"WMEEJ3BA5AK417888","austin",-97.73209,30.2639,0,"2015-12-08 10:36:38","78702"
"77730","E 3rd St 117, 78701 Austin",NA,"CE","GOOD",21,"GOOD","FBV 4436",FALSE,"WMEEJ3BA9FK799317","austin",-97.74364,30.26518,0,"2015-12-08 10:36:38","78701"
"77769","W 43rd St 1170, 78756 Austin",NA,"CE","GOOD",12,"GOOD","FHB 1332",FALSE,"WMEEJ3BAXFK801057","austin",-97.741,30.31185,0,"2015-12-08 10:36:38","78756"
"77950","Timbercreek Apartments",NA,"CE","GOOD",100,"GOOD","FJC 9925",FALSE,"WMEEJ3BAXFK800989","austin",-97.75159,30.25617,0,"2015-12-08 10:41:39","78704"
"77981","W 2nd St 228, 78701 Austin",NA,"CE","GOOD",78,"GOOD","CSF 9197",FALSE,"WMEEJ3BA8EK734506","austin",-97.74577,30.26484,0,"2015-12-08 10:41:39","78701"
"77989","S Lamar Blvd 3065, 78704 Austin",NA,"CE","GOOD",84,"GOOD","FJC 9938",FALSE,"WMEEJ3BA3FK801871","austin",-97.78404,30.24172,0,"2015-12-08 10:41:39","78704"
"78034","Curve St 1116, 78702 Austin",NA,"CE","GOOD",30,"GOOD","CSG 1543",FALSE,"WMEEJ3BA7EK734643","austin",-97.73008,30.26972,0,"2015-12-08 10:41:39","78702"
"78099","Chestnut Ave 1371, 78702 Austin",NA,"CE","GOOD",63,"GOOD","FGZ 8811",FALSE,"WMEEJ3BAXFK802287","austin",-97.71628,30.2761,0,"2015-12-08 10:41:39","78702"
"78131","Elmont Dr 4567, 78741 Austin",NA,"CE","GOOD",18,"GOOD","GGG 3720",FALSE,"WMEEJ3BA4FK801474","austin",-97.71757,30.23771,0,"2015-12-08 10:46:39","78741"
"78181","W 43rd St 232, 78751 Austin",NA,"CE","GOOD",54,"GOOD","FJC 9928",FALSE,"WMEEJ3BA6FK801251","austin",-97.73099,30.30704,0,"2015-12-08 10:46:39","78751"
"78242","University Ave 2001, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FBV 4365",FALSE,"WMEEJ3BA2FK799675","austin",-97.73963,30.28259,0,"2015-12-08 10:46:39","78705"
"78251","E 6th St 1773, 78702 Austin",NA,"CE","GOOD",100,"GOOD","FBV 4438",FALSE,"WMEEJ3BA2FK799286","austin",-97.72376,30.26209,0,"2015-12-08 10:46:39","78702"
"78303","Travis Heights Blvd 1870, 78704 Austin",NA,"CE","GOOD",48,"GOOD","FHB 2862",FALSE,"WMEEJ3BA1FK802274","austin",-97.74318,30.2414,0,"2015-12-08 10:46:39","78704"
"78398","Nueces St 1117, 78701 Austin",NA,"CE","GOOD",100,"GOOD","FGZ 8611",FALSE,"WMEEJ3BA0FK800323","austin",-97.74657,30.27446,0,"2015-12-08 10:46:39","78701"
"78426","Lakeshore Blvd S 1809, 78741 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2832",FALSE,"WMEEJ3BA9FK801907","austin",-97.72812,30.2448,0,"2015-12-08 10:51:39","78741"
"78757","Grooms St 3422, 78705 Austin",NA,"CE","GOOD",30,"GOOD","FHB 1337",FALSE,"WMEEJ3BA6FK800391","austin",-97.73359,30.298,0,"2015-12-08 10:56:39","78705"
"78796","E 1st St 2315, 78702 Austin",NA,"CE","GOOD",45,"GOOD","CSG 1544",FALSE,"WMEEJ3BA6EK734861","austin",-97.71899,30.25518,0,"2015-12-08 10:56:39","78702"
"78832","S Lamar Blvd 711, 78704 Austin",NA,"CE","GOOD",21,"GOOD","FHB 1327",FALSE,"WMEEJ3BAXFK801754","austin",-97.75918,30.25837,0,"2015-12-08 10:56:39","78704"
"78973","Brazos St 868, 78701 Austin",NA,"CE","GOOD",93,"GOOD","FBV 4370",FALSE,"WMEEJ3BAXFK798967","austin",-97.74062,30.27026,0,"2015-12-08 10:56:39","78701"
"79218","E 6th St 1419, 78702 Austin",NA,"CE","GOOD",51,"GOOD","FBV 4360",FALSE,"WMEEJ3BA0FK799920","austin",-97.72826,30.26369,0,"2015-12-08 11:01:41","78702"
"79325","W 26th St 225, 78705 Austin",NA,"CE","GOOD",100,"GOOD","FHB 2856",FALSE,"WMEEJ3BA0FK801410","austin",-97.73938,30.28971,0,"2015-12-08 11:06:41","78705"
"79366","2901 Medical Arts St.",NA,"CE","GOOD",100,"GOOD","FHB 2844",FALSE,"WMEEJ3BA0FK801990","austin",-97.72863,30.28881,0,"2015-12-08 11:06:41","78705"
"79495","Campbell St 520, 78703 Austin",NA,"CE","GOOD",54,"GOOD","FJC 9926",FALSE,"WMEEJ3BA2FK801196","austin",-97.76475,30.27512,0,"2015-12-08 11:06:41","78703"
"79518","Elmont Dr 4623, 78741 Austin",NA,"CE","GOOD",51,"GOOD","FHB 2839",FALSE,"WMEEJ3BA0FK801603","austin",-97.71699,30.2374,0,"2015-12-08 11:06:41","78741"
"79578","Nueces St 1332, 78701 Austin",NA,"CE","GOOD",33,"GOOD","CZS 9744",FALSE,"WMEEJ3BA2EK748224","austin",-97.74569,30.27695,0,"2015-12-08 11:06:41","78701"
"79608","S Lakeshore Blvd 1942, 78741 Austin",NA,"CE","GOOD",100,"GOOD","CK9 T375",FALSE,"WMEEJ3BA3AK416755","austin",-97.7261,30.24486,0,"2015-12-08 11:11:41","78741"
"79623","W 3rd St 119, 78701 Austin",NA,"CE","GOOD",81,"GOOD","CZS 9751",FALSE,"WMEEJ3BA4EK748130","austin",-97.74409,30.2653,0,"2015-12-08 11:11:41","78701"
